FamilyMembers,FanHoursPerDay,RefrigeratorHoursPerDay,AirConditionerHoursPerDay,TelevisionHoursPerDay,MonitorHoursPerDay,WashingMachineHoursPerWeek,LightingHoursPerDay,City,Month,TariffRateINRPerKWh,MonthlyConsumptionKWh,ElectricityBillINR
2,7.5,20.4,7.4,4.1,2.8,2.8,6.9,Hyderabad,9,8.1,499.6,4046.39
1,1.4,16.4,7.2,5.0,4.2,1.3,7.4,Chennai,1,8.3,526.4,4369.37
5,7.6,19.1,5.0,4.9,2.3,1.7,7.1,Lucknow,8,7.3,403.7,2947.12
3,7.2,18.1,1.7,6.3,0.0,2.5,3.4,Kolkata,7,7.7,242.6,1867.86
5,8.4,22.0,1.7,0.9,0.0,2.2,2.6,Hyderabad,2,7.9,248.1,1960.21
4,6.1,20.1,0.6,2.5,5.3,3.8,6.1,Mumbai,8,8.6,200.9,1727.74
6,7.6,18.1,5.5,3.6,3.0,2.8,10.9,Kolkata,1,7.9,417.8,3300.58
5,8.4,19.5,1.1,5.1,4.2,5.4,4.1,Ahmedabad,11,7.6,247.9,1884.32
5,6.6,16.9,3.8,3.8,3.5,6.3,5.4,Ahmedabad,12,7.6,328.1,2493.86
6,8.7,19.0,3.1,3.5,0.7,2.5,6.6,Pune,9,8.0,311.6,2492.44
4,7.2,21.7,2.2,5.6,2.5,1.7,4.9,Kolkata,9,7.7,298.7,2299.66
2,7.4,16.0,1.9,2.8,0.0,0.4,7.3,Mumbai,2,8.8,231.3,2035.65
5,1.0,19.8,3.8,2.7,4.9,5.7,7.4,Pune,7,7.8,348.6,2718.98
1,4.1,17.8,7.6,4.5,3.6,1.9,9.1,Chennai,10,8.4,491.1,4125.52
5,4.1,16.0,4.2,8.3,4.5,2.2,7.1,Kolkata,3,7.9,352.8,2787.31
1,7.5,24.0,2.8,3.5,5.6,2.0,5.3,Lucknow,7,7.2,348.2,2506.97
4,10.2,23.8,5.5,2.2,2.3,2.5,7.7,Ahmedabad,12,7.6,428.4,3255.65
5,6.7,18.2,8.3,2.4,1.5,2.3,5.9,Ahmedabad,10,7.6,568.3,4318.94
4,9.1,19.1,1.6,2.8,2.8,4.2,5.2,Bengaluru,9,7.9,227.6,1798.14
4,8.6,13.9,4.7,6.2,5.5,0.0,5.2,Pune,4,8.1,390.4,3161.89
2,7.3,15.2,1.3,2.8,0.0,2.7,5.0,Delhi,12,7.6,210.7,1601.4
5,8.4,16.6,7.8,4.1,3.0,4.1,8.2,Delhi,1,7.3,509.5,3719.56
1,7.6,19.9,4.4,3.3,4.6,2.0,8.1,Pune,2,8.2,361.5,2963.9
1,6.6,19.7,3.1,0.9,3.6,3.9,6.6,Lucknow,1,7.2,317.1,2283.26
5,8.0,21.0,2.2,2.8,5.1,3.1,5.1,Jaipur,12,7.4,278.1,2057.62
6,10.6,22.0,5.8,0.0,0.0,1.9,6.4,Pune,5,7.8,457.5,3568.25
2,8.2,20.8,14.0,3.9,5.2,0.3,4.5,Lucknow,5,7.4,783.3,5796.27
2,7.5,16.8,2.0,4.5,1.8,3.6,5.8,Chennai,11,8.5,259.8,2208.48
2,4.8,21.0,0.3,1.8,0.0,3.5,3.0,Ahmedabad,7,7.4,182.4,1349.53
1,10.5,21.9,3.7,2.4,2.3,1.9,5.8,Mumbai,9,8.8,327.9,2885.46
4,3.5,18.7,2.5,0.8,1.3,4.1,7.7,Jaipur,9,7.5,283.4,2125.26
6,2.7,14.5,1.6,0.0,2.7,2.3,4.9,Kolkata,3,7.5,223.4,1675.29
2,7.9,23.6,5.4,0.5,0.0,4.6,8.1,Jaipur,3,7.4,388.6,2875.84
1,4.8,20.3,4.3,4.8,2.8,3.5,7.2,Mumbai,3,8.8,381.7,3359.26
1,9.7,12.0,2.5,2.9,1.9,5.2,6.9,Bengaluru,4,7.9,257.1,2030.96
4,2.8,24.0,9.0,3.9,7.0,3.5,4.9,Ahmedabad,8,7.4,624.1,4618.18
5,9.4,18.6,13.3,7.6,3.3,3.0,4.2,Delhi,6,7.3,726.1,5300.71
5,9.1,24.0,1.5,5.5,3.5,0.2,8.0,Lucknow,8,7.0,291.9,2043.5
2,7.3,21.1,2.6,4.6,2.5,3.1,3.6,Pune,1,8.0,290.4,2322.81
2,1.8,19.4,9.0,2.5,5.5,2.6,5.2,Pune,8,7.8,535.4,4175.75
6,2.7,20.6,2.1,6.6,4.0,5.4,6.5,Delhi,4,7.5,303.8,2278.33
4,7.6,17.9,3.3,6.0,6.0,3.3,10.8,Jaipur,11,7.5,356.8,2676.07
2,6.4,20.2,4.0,5.3,5.1,4.2,7.4,Ahmedabad,1,7.7,366.1,2819.09
4,8.8,24.0,4.7,3.5,2.2,5.1,4.7,Hyderabad,8,8.2,423.1,3469.22
1,6.8,17.3,13.5,1.7,4.5,5.0,6.0,Lucknow,4,7.4,762.7,5643.68
2,6.6,21.6,9.8,6.5,4.6,2.9,5.5,Chennai,6,8.5,592.1,5032.91
1,1.0,17.8,2.7,5.2,4.9,6.2,6.7,Mumbai,8,8.6,282.3,2427.44
3,9.1,19.5,5.2,3.1,3.8,2.2,8.0,Jaipur,4,7.6,439.7,3341.4
4,5.4,24.0,4.3,2.9,0.3,5.0,4.8,Kolkata,3,7.7,402.5,3099.01
3,6.0,21.6,1.3,1.1,2.9,1.9,6.4,Bengaluru,9,8.1,222.6,1803.39
2,4.3,22.2,1.0,5.0,3.2,4.3,8.0,Pune,3,7.8,238.3,1858.97
1,3.1,20.2,2.3,3.8,3.1,1.6,3.6,Jaipur,9,7.5,258.6,1939.32
2,10.7,24.0,3.8,4.3,5.3,3.9,5.7,Bengaluru,2,7.9,388.0,3065.04
3,9.0,17.2,2.7,5.4,1.7,1.7,5.3,Mumbai,2,8.9,290.9,2589.35
2,9.0,15.3,0.2,4.9,3.3,1.4,6.0,Pune,2,8.0,170.9,1367.09
6,6.5,24.0,1.9,1.8,2.9,1.6,2.0,Pune,6,7.8,271.0,2113.66
5,2.7,18.9,11.9,3.5,4.4,3.7,4.6,Hyderabad,3,8.1,744.0,6026.57
3,12.3,21.2,11.8,4.3,6.6,3.7,2.0,Jaipur,9,7.6,715.9,5440.83
2,8.1,24.0,6.2,4.5,4.2,3.7,3.9,Ahmedabad,4,7.7,482.0,3711.65
1,7.3,21.3,8.7,0.3,4.1,3.3,6.3,Delhi,1,7.5,580.2,4351.72
2,6.1,24.0,10.2,1.5,1.0,2.3,6.8,Delhi,4,7.7,645.6,4970.78
1,1.9,20.4,6.9,4.8,0.0,1.9,5.2,Chennai,1,8.3,416.4,3455.91
5,9.9,17.9,4.5,4.8,3.5,1.4,2.0,Kolkata,5,7.9,386.8,3055.46
2,4.4,12.9,1.8,6.7,2.6,1.4,4.8,Bengaluru,4,8.1,224.8,1821.09
5,8.4,20.9,5.2,0.4,3.9,4.8,3.5,Jaipur,8,7.6,426.0,3237.89
3,8.9,13.3,3.5,5.3,1.8,1.4,5.5,Lucknow,8,7.3,321.5,2346.68
1,7.8,21.0,1.1,4.3,5.8,1.6,6.2,Kolkata,7,7.8,241.7,1885.16
6,8.2,24.0,3.8,1.4,0.6,1.5,2.8,Hyderabad,3,8.2,348.5,2857.31
3,10.4,19.9,2.9,0.0,2.6,1.0,5.2,Pune,1,8.2,276.9,2270.37
1,5.0,20.6,1.7,5.4,2.2,3.5,2.0,Ahmedabad,1,7.7,230.2,1772.49
5,7.4,22.7,2.4,1.5,5.2,2.2,5.6,Jaipur,12,7.4,305.8,2262.89
4,6.4,22.0,8.6,0.9,2.5,2.8,5.6,Kolkata,11,7.9,581.6,4594.59
2,2.4,23.5,1.8,4.4,1.8,2.8,3.0,Kolkata,3,7.7,251.9,1939.67
5,7.7,19.9,3.5,3.5,3.2,3.4,3.1,Ahmedabad,6,7.7,318.7,2454.01
1,10.1,13.2,2.7,4.6,1.4,3.2,9.5,Chennai,7,8.3,276.9,2298.61
1,10.4,23.5,2.3,4.4,3.0,4.8,6.7,Bengaluru,6,8.0,306.8,2454.4
1,11.6,19.3,0.5,10.0,2.7,2.0,4.6,Bengaluru,6,7.9,214.2,1691.91
1,2.6,17.4,6.8,4.9,8.8,2.1,5.3,Kolkata,6,7.5,509.3,3819.93
2,11.1,21.0,4.0,4.8,2.1,2.9,3.6,Mumbai,3,8.8,377.3,3319.87
3,7.5,20.6,1.5,1.7,2.8,2.9,6.4,Kolkata,6,7.9,242.4,1914.71
6,11.0,17.8,4.0,6.6,3.4,0.8,5.8,Kolkata,8,7.8,350.7,2735.81
4,6.0,16.1,9.0,2.5,3.5,0.6,7.5,Ahmedabad,11,7.8,595.0,4640.87
2,5.7,21.4,5.7,1.7,5.1,2.8,8.1,Pune,11,7.8,399.9,3119.49
1,4.0,17.5,3.8,3.1,6.8,5.1,8.7,Ahmedabad,2,7.4,335.1,2480.09
2,8.9,20.3,3.6,4.4,1.4,5.2,7.7,Jaipur,5,7.6,330.1,2508.51
5,8.3,21.1,2.8,2.6,3.9,1.3,5.6,Kolkata,1,7.8,307.5,2398.31
6,4.2,22.9,9.1,1.7,2.7,2.4,3.3,Bengaluru,12,8.0,593.1,4744.93
1,1.6,24.0,1.4,1.7,3.7,3.2,5.4,Lucknow,1,7.2,218.7,1574.29
4,8.0,20.7,2.0,3.9,5.2,3.5,5.9,Bengaluru,5,7.9,251.4,1985.99
1,8.3,18.7,0.7,4.6,6.3,1.5,6.8,Delhi,12,7.3,198.7,1450.42
6,4.5,24.0,4.6,4.8,4.7,5.6,4.9,Chennai,3,8.5,393.8,3347.14
4,4.0,23.1,14.0,0.4,3.6,2.1,3.6,Hyderabad,4,8.1,770.5,6241.4
6,8.6,20.5,7.4,1.8,5.1,3.6,6.5,Jaipur,3,7.4,522.6,3867.56
4,11.6,20.7,2.1,5.4,1.3,2.5,10.8,Jaipur,1,7.4,321.2,2376.87
3,5.8,20.1,3.4,2.7,1.5,2.5,8.9,Chennai,1,8.1,318.5,2580.13
3,4.8,20.5,2.1,3.9,3.3,4.1,8.4,Lucknow,12,7.2,270.5,1947.48
2,7.7,19.7,4.6,8.8,5.3,4.5,5.3,Hyderabad,12,8.1,402.8,3262.99
2,8.6,17.1,2.3,0.0,2.4,4.0,4.5,Pune,5,8.1,263.6,2135.4
4,6.1,20.0,1.4,3.2,2.6,1.7,7.5,Kolkata,6,7.5,247.0,1852.14
1,12.1,24.0,5.1,4.9,0.0,1.0,8.5,Hyderabad,3,8.2,387.6,3178.04
5,9.3,17.6,6.7,1.5,7.8,7.0,5.5,Lucknow,12,7.0,473.2,3312.52
5,6.0,19.2,4.5,3.2,2.5,3.5,4.8,Mumbai,9,8.9,398.5,3547.01
1,3.0,17.3,13.4,1.1,0.0,1.7,4.9,Delhi,5,7.6,717.5,5452.73
1,10.3,23.5,1.7,4.7,3.3,4.4,6.4,Hyderabad,8,8.2,289.3,2372.19
3,10.0,22.5,4.4,2.2,3.9,1.6,5.9,Hyderabad,1,8.2,402.6,3300.93
5,6.2,16.2,1.7,2.6,2.5,6.0,6.0,Delhi,5,7.5,220.5,1653.57
4,7.9,13.9,2.2,5.3,1.2,2.4,8.5,Kolkata,3,7.9,241.3,1906.39
6,6.6,22.6,2.2,4.6,4.8,4.3,7.7,Hyderabad,12,8.1,306.7,2484.3
2,8.3,16.0,4.5,5.4,4.6,2.9,5.7,Delhi,1,7.5,374.4,2808.06
6,4.4,22.5,0.9,7.0,4.1,0.7,6.0,Delhi,4,7.6,242.5,1843.2
3,4.1,18.1,6.9,3.6,1.5,1.5,8.0,Delhi,5,7.3,468.2,3417.79
5,9.0,22.1,4.4,7.7,1.8,1.8,7.1,Ahmedabad,7,7.4,407.5,3015.55
1,9.3,21.3,6.6,3.9,2.3,2.0,9.3,Lucknow,1,7.4,479.1,3545.4
5,5.8,18.4,3.7,6.1,2.2,3.3,7.4,Ahmedabad,3,7.7,349.8,2693.34
4,5.1,17.4,3.9,3.4,4.3,0.0,6.5,Mumbai,2,8.9,303.2,2698.81
3,9.9,21.7,3.4,5.2,2.2,3.3,5.0,Pune,9,8.2,343.8,2819.39
1,5.2,17.9,1.2,2.6,1.1,0.0,2.9,Ahmedabad,10,7.6,187.5,1424.73
6,7.1,23.3,6.9,6.2,3.8,3.5,8.1,Ahmedabad,6,7.7,504.6,3885.58
4,6.8,17.5,8.6,5.8,7.8,1.8,8.1,Lucknow,10,7.4,556.2,4115.53
6,3.3,21.1,3.5,3.1,1.4,3.2,8.7,Pune,3,8.0,317.3,2538.56
2,7.5,18.8,6.0,3.8,1.6,1.0,3.6,Chennai,8,8.3,434.4,3605.39
3,7.2,20.0,7.0,1.6,2.8,2.1,6.8,Delhi,8,7.6,460.0,3495.62
4,7.9,17.9,1.1,5.4,4.5,0.0,4.7,Jaipur,2,7.2,221.0,1591.5
4,7.4,19.5,3.5,5.2,4.1,1.1,5.8,Pune,6,8.2,332.1,2723.3
6,12.3,12.3,2.8,1.0,2.8,5.1,2.9,Mumbai,7,8.6,282.2,2426.54
1,9.9,17.6,2.7,7.8,2.1,5.1,4.6,Kolkata,2,7.9,311.2,2458.59
2,7.1,18.2,2.9,4.3,7.2,1.1,5.8,Mumbai,11,8.9,292.4,2602.12
6,7.3,19.8,3.9,3.0,5.3,2.5,6.8,Delhi,10,7.5,366.9,2751.54
4,11.4,23.9,5.7,5.9,6.5,3.7,7.5,Pune,2,8.0,500.8,4006.41
3,9.2,17.9,1.8,2.5,4.4,3.1,9.2,Mumbai,10,8.6,261.8,2251.85
4,3.9,24.0,3.2,6.1,2.8,2.1,5.8,Mumbai,1,8.8,327.6,2882.87
5,9.4,17.4,3.4,1.1,3.8,0.7,5.1,Chennai,8,8.1,299.2,2423.23
3,10.1,16.7,2.8,3.1,6.6,4.3,6.7,Chennai,1,8.4,295.2,2479.41
3,11.0,14.3,4.3,3.3,4.0,2.2,6.6,Pune,9,8.2,357.9,2934.79
4,6.0,21.8,7.2,2.4,0.0,0.5,3.8,Delhi,11,7.6,491.7,3736.99
1,5.8,20.3,5.5,2.0,5.8,2.9,3.6,Ahmedabad,6,7.6,423.7,3220.45
3,4.6,21.6,4.8,2.5,6.0,2.5,10.6,Bengaluru,7,8.0,401.9,3214.82
5,7.8,20.4,1.0,2.4,5.5,2.2,6.5,Hyderabad,10,8.2,227.4,1864.47
6,8.8,20.0,2.6,2.6,0.3,3.2,7.6,Jaipur,7,7.4,284.0,2101.65
1,5.7,20.9,2.8,6.4,3.8,2.7,7.1,Hyderabad,10,8.1,292.9,2372.8
1,6.6,24.0,1.3,4.4,5.1,4.7,6.9,Lucknow,3,7.0,247.7,1734.17
1,1.9,18.6,0.7,3.3,3.0,1.6,8.5,Chennai,2,8.5,195.1,1658.46
3,10.8,24.0,1.8,5.0,3.8,1.8,10.5,Pune,9,8.1,281.6,2281.0
1,3.1,22.6,2.4,3.3,4.1,4.2,7.1,Hyderabad,8,8.2,273.2,2240.1
4,7.9,21.1,2.4,1.9,1.3,6.7,6.2,Delhi,12,7.5,285.2,2138.75
1,7.6,21.7,5.8,0.3,3.9,6.5,8.0,Jaipur,10,7.6,463.5,3522.53
5,7.1,12.0,1.7,5.5,1.0,4.1,5.5,Hyderabad,7,8.2,236.0,1934.97
2,7.2,19.2,6.9,0.0,2.8,2.5,3.6,Jaipur,9,7.2,457.1,3291.06
5,4.5,18.0,0.4,0.5,1.8,2.2,7.3,Kolkata,4,7.5,163.9,1229.47
3,6.2,24.0,9.1,4.5,4.8,2.4,4.2,Delhi,4,7.5,602.2,4516.43
1,9.4,19.0,5.9,3.5,4.3,0.4,4.4,Bengaluru,1,8.0,444.6,3556.65
1,10.2,19.9,0.2,6.4,4.1,4.0,3.5,Mumbai,8,8.6,204.8,1761.58
4,5.9,19.9,4.7,2.2,3.6,5.0,2.0,Jaipur,12,7.5,342.6,2569.58
6,3.1,16.1,3.6,5.0,3.9,2.8,3.4,Delhi,3,7.5,311.3,2334.67
1,5.1,18.3,1.7,3.1,7.0,6.1,6.2,Jaipur,7,7.4,249.5,1846.4
5,11.6,22.5,8.9,4.6,5.6,7.1,8.4,Jaipur,12,7.6,662.3,5033.37
3,5.2,13.6,2.1,3.8,1.1,4.3,4.9,Ahmedabad,2,7.7,219.8,1692.65
2,6.8,20.9,5.2,4.5,1.9,2.0,4.6,Ahmedabad,2,7.4,382.4,2829.85
1,10.5,17.3,2.6,3.9,2.6,1.7,5.9,Delhi,7,7.5,271.2,2033.63
2,5.7,23.9,7.8,4.1,2.5,4.2,5.9,Ahmedabad,6,7.7,505.2,3890.22
1,6.6,21.2,2.2,1.3,1.3,4.6,5.9,Lucknow,3,7.3,241.3,1761.19
3,9.0,15.4,2.2,3.7,4.2,2.0,8.1,Bengaluru,9,7.7,286.5,2205.87
6,11.3,18.8,4.7,4.7,2.9,1.3,5.4,Pune,10,8.0,394.1,3152.41
5,5.4,21.4,3.1,3.4,3.4,0.4,5.0,Delhi,6,7.7,309.8,2385.82
3,10.5,19.1,2.2,3.3,0.0,1.4,6.0,Delhi,10,7.6,254.0,1930.25
2,6.3,20.4,3.2,0.0,0.0,2.4,7.3,Lucknow,10,7.2,298.6,2149.72
1,4.8,19.9,5.0,6.6,1.9,4.6,11.7,Chennai,6,8.5,398.3,3385.55
2,7.6,22.6,3.8,0.8,4.2,2.1,9.5,Chennai,1,8.3,366.1,3038.33
5,4.1,21.3,6.8,2.3,4.0,0.0,6.5,Ahmedabad,4,7.6,456.8,3471.91
3,8.2,19.9,3.9,1.9,5.0,2.0,5.0,Pune,10,8.1,347.2,2811.94
2,14.0,20.1,5.0,4.1,1.6,2.5,5.8,Ahmedabad,6,7.7,408.0,3141.27
2,9.8,16.8,1.2,4.2,4.4,2.5,4.7,Kolkata,6,7.5,222.8,1670.93
5,6.7,24.0,6.1,4.8,6.1,0.0,6.4,Kolkata,11,7.5,475.9,3569.24
1,9.6,24.0,2.8,4.9,4.9,2.5,6.6,Mumbai,12,8.8,334.4,2942.75
2,4.7,19.0,0.9,6.9,0.4,5.0,7.2,Kolkata,5,7.8,217.7,1698.0
5,5.1,20.1,6.4,2.9,5.2,2.3,2.1,Chennai,1,8.3,478.3,3969.63
1,6.8,23.0,2.0,1.8,3.7,2.0,4.2,Bengaluru,8,8.0,267.0,2135.98
6,7.2,23.0,1.6,3.0,3.9,1.8,8.9,Kolkata,5,7.9,274.0,2164.59
1,3.8,20.5,4.8,1.3,8.0,3.2,3.8,Ahmedabad,12,7.7,408.8,3147.57
6,6.2,17.1,2.9,2.8,3.5,0.7,4.5,Jaipur,12,7.4,287.6,2128.23
3,6.6,24.0,4.4,0.4,4.3,1.3,5.4,Delhi,12,7.3,404.0,2949.28
5,10.9,22.0,2.9,1.8,3.2,4.7,8.8,Bengaluru,5,8.0,352.9,2822.93
1,3.8,20.7,0.6,0.1,2.5,4.0,7.3,Bengaluru,7,7.9,191.1,1509.73
6,3.5,17.8,2.3,5.9,3.7,2.2,5.4,Ahmedabad,4,7.8,280.4,2187.32
6,7.4,20.2,9.6,3.7,2.1,3.7,5.1,Delhi,6,7.3,598.1,4366.05
3,9.9,14.6,1.4,7.3,3.3,1.6,4.6,Chennai,4,8.1,229.3,1857.44
4,8.4,22.2,6.0,5.7,2.4,1.6,3.5,Bengaluru,3,8.1,466.6,3779.21
5,7.8,23.0,4.3,5.9,0.0,1.6,4.4,Mumbai,7,8.9,386.6,3440.82
4,6.3,20.7,3.5,3.2,2.0,0.6,9.5,Ahmedabad,8,7.8,344.4,2686.12
1,8.7,17.1,6.5,4.5,4.9,2.9,9.0,Bengaluru,4,7.9,483.5,3819.26
5,9.1,21.4,6.8,1.7,4.0,6.0,5.3,Pune,2,8.2,486.1,3986.25
3,6.4,22.4,6.7,2.4,2.5,0.0,5.0,Delhi,12,7.3,461.7,3370.72
1,4.6,17.8,2.4,3.5,3.2,5.5,8.3,Kolkata,10,7.8,256.5,2000.62
5,4.6,22.8,2.2,0.0,1.4,0.0,4.8,Bengaluru,3,7.9,272.6,2153.37
5,9.2,21.6,5.1,2.5,1.6,3.7,7.3,Ahmedabad,1,7.7,452.6,3484.69
4,3.1,19.2,1.9,5.1,3.0,0.2,3.8,Kolkata,8,7.9,233.0,1840.76
1,11.2,18.3,1.0,2.5,2.6,3.8,6.3,Mumbai,3,9.0,208.2,1873.58
3,5.9,19.5,1.7,2.0,1.5,1.8,5.1,Kolkata,12,7.7,220.9,1700.64
3,7.8,17.1,0.7,2.7,2.9,4.1,6.9,Pune,10,8.2,192.7,1580.45
1,8.8,20.8,2.4,5.0,0.8,1.8,8.6,Chennai,7,8.4,257.5,2162.65
1,5.3,21.7,4.9,4.2,6.1,3.7,4.8,Bengaluru,10,8.1,423.5,3430.38
6,5.9,23.5,4.1,3.0,4.8,2.7,3.9,Hyderabad,5,8.2,396.0,3246.92
2,7.3,20.9,1.8,3.5,0.0,4.8,5.4,Hyderabad,10,8.3,258.5,2145.6
4,4.9,21.2,3.3,5.2,4.7,2.7,8.7,Kolkata,5,7.7,358.1,2757.69
1,4.3,19.2,4.0,6.1,2.3,3.3,6.3,Lucknow,7,7.3,360.6,2632.74
1,4.6,17.4,3.2,2.6,1.9,3.1,5.9,Delhi,9,7.5,288.8,2165.82
2,10.0,18.7,1.8,3.3,4.5,4.3,8.3,Hyderabad,12,7.9,251.3,1985.47
2,8.0,24.0,7.2,6.0,2.7,4.4,7.0,Lucknow,5,7.0,511.5,3580.6
5,5.0,21.9,3.6,4.5,2.2,3.1,10.6,Hyderabad,1,8.3,359.8,2986.73
3,9.2,21.2,3.0,0.7,0.3,0.4,3.8,Lucknow,10,7.3,289.8,2115.36
4,5.2,14.6,9.2,1.7,4.8,1.5,6.0,Delhi,10,7.7,604.7,4656.51
5,2.1,20.9,3.5,1.8,5.1,4.2,3.2,Jaipur,1,7.4,335.1,2479.93
1,8.7,16.0,1.2,2.7,3.3,0.7,3.8,Hyderabad,2,8.3,199.0,1651.35
2,11.1,16.2,0.5,4.2,0.7,1.9,8.6,Pune,6,7.8,194.3,1515.52
6,8.4,16.6,0.3,7.3,3.6,2.1,4.2,Bengaluru,9,7.9,200.9,1587.22
3,2.3,17.7,3.3,3.3,4.3,2.6,9.1,Lucknow,8,7.0,311.0,2177.08
5,6.9,22.5,5.6,4.8,2.9,2.4,3.8,Bengaluru,5,7.9,476.5,3764.53
6,6.3,20.7,7.8,5.8,4.8,3.0,5.8,Ahmedabad,1,7.6,565.1,4294.95
3,7.9,17.2,7.3,6.5,3.3,1.4,3.6,Ahmedabad,7,7.4,485.0,3588.74
6,4.9,18.3,3.8,5.8,3.6,1.7,7.3,Delhi,5,7.7,359.9,2770.99
2,6.2,21.5,3.4,2.0,6.0,5.7,6.4,Lucknow,6,7.0,333.6,2335.15
5,3.4,22.1,1.9,0.6,2.0,5.1,8.5,Mumbai,7,8.9,262.2,2333.47
5,7.6,20.4,6.2,2.2,0.0,3.8,7.7,Ahmedabad,3,7.6,478.6,3637.41
3,3.5,16.6,2.9,3.8,2.7,3.9,6.2,Delhi,12,7.6,282.7,2148.54
6,8.1,18.8,1.7,2.0,1.9,3.4,6.2,Ahmedabad,10,7.4,246.7,1825.24
2,5.1,24.0,2.9,0.2,0.2,2.9,3.5,Ahmedabad,3,7.4,301.0,2227.2
1,1.0,16.4,3.6,1.1,4.2,1.7,6.8,Mumbai,5,9.0,311.1,2800.14
5,9.0,21.1,3.2,9.5,3.0,5.1,5.8,Hyderabad,6,8.1,329.2,2666.33
1,8.2,24.0,1.9,3.1,0.0,5.8,7.3,Kolkata,9,7.9,265.1,2094.36
2,10.4,19.2,6.9,7.1,6.1,2.1,7.5,Jaipur,12,7.4,457.2,3383.29
5,1.8,24.0,3.7,3.0,1.5,4.6,4.7,Ahmedabad,5,7.4,299.7,2218.09
5,5.4,17.9,2.0,5.1,1.8,2.3,4.6,Ahmedabad,1,7.7,260.1,2002.58
6,7.3,14.1,2.1,3.2,4.9,1.8,6.2,Pune,4,8.0,244.6,1956.57
1,8.4,18.3,5.8,3.5,3.9,2.3,5.5,Jaipur,5,7.4,439.0,3248.53
6,3.3,17.7,5.2,5.1,5.2,2.4,3.1,Mumbai,12,8.9,385.1,3427.78
4,8.1,15.0,2.3,2.7,0.0,3.8,4.0,Bengaluru,10,7.7,261.5,2013.28
1,5.6,18.7,2.0,1.1,2.4,2.3,8.2,Lucknow,10,7.0,247.0,1728.72
1,2.4,23.0,8.6,1.9,3.3,4.2,6.9,Ahmedabad,5,7.4,536.1,3967.45
4,5.1,18.2,1.4,1.9,5.6,1.8,5.9,Kolkata,7,7.9,225.8,1784.12
2,8.3,18.9,3.5,3.7,1.3,2.9,8.5,Lucknow,4,7.0,334.2,2339.2
2,2.5,24.0,3.1,0.0,2.3,1.2,5.9,Jaipur,1,7.5,313.3,2349.62
5,8.6,17.8,5.3,4.1,3.3,1.0,7.4,Lucknow,5,7.4,442.0,3270.8
3,7.7,21.9,3.0,6.0,4.5,3.5,5.9,Hyderabad,7,7.9,338.1,2671.34
6,6.4,14.9,0.1,2.5,0.8,3.1,6.1,Ahmedabad,10,7.6,159.4,1211.29
3,2.9,17.1,4.4,2.2,4.6,2.2,12.0,Lucknow,10,7.2,362.1,2606.91
5,3.1,19.4,0.1,7.4,1.8,1.5,4.6,Bengaluru,6,7.9,178.7,1411.88
3,6.0,23.6,2.5,6.4,3.8,1.2,7.1,Bengaluru,5,8.0,306.4,2450.91
1,4.2,17.3,9.3,4.4,2.6,3.5,7.1,Ahmedabad,4,7.7,552.0,4250.69
1,6.2,17.2,1.5,2.0,3.5,1.9,8.3,Chennai,2,8.3,225.8,1874.54
4,9.3,20.8,2.4,4.7,3.4,5.4,5.9,Bengaluru,4,8.1,296.0,2397.65
4,6.3,21.3,4.1,1.5,5.6,3.2,10.0,Lucknow,10,7.0,379.6,2657.46
5,6.2,16.9,4.4,0.9,2.5,3.7,5.3,Delhi,10,7.3,357.8,2611.71
5,6.3,18.4,0.6,4.4,2.4,5.1,5.1,Bengaluru,3,7.7,214.8,1653.76
5,9.5,23.3,4.9,2.5,5.1,1.7,7.7,Jaipur,10,7.2,433.4,3120.4
1,10.2,16.5,4.1,0.0,5.8,3.6,8.5,Chennai,1,8.3,334.1,2773.14
3,8.1,21.0,1.4,4.7,2.2,3.7,3.5,Lucknow,8,7.0,233.3,1633.31
6,7.3,18.4,5.3,6.4,4.4,2.2,4.5,Mumbai,5,8.9,449.7,4002.23
5,7.6,24.0,2.8,4.8,1.3,0.7,6.3,Pune,4,7.8,318.7,2486.07
5,10.6,21.7,5.2,2.5,4.4,0.0,7.2,Mumbai,8,9.0,458.1,4122.78
1,8.2,22.6,6.8,0.0,4.8,1.6,8.7,Hyderabad,7,7.9,427.0,3373.14
6,10.8,18.4,5.3,3.8,2.4,4.6,6.2,Pune,2,8.2,438.1,3592.02
1,6.0,22.5,7.6,2.2,5.2,1.8,8.3,Hyderabad,1,8.1,541.3,4384.59
6,3.7,22.4,3.4,1.7,2.5,4.4,2.4,Pune,12,8.2,336.5,2759.23
1,5.3,21.6,1.2,0.0,3.0,1.8,3.6,Pune,11,7.8,211.8,1651.68
3,5.6,19.2,3.9,7.3,3.8,3.0,6.0,Delhi,4,7.7,370.0,2849.21
5,11.0,20.5,2.6,1.3,1.1,3.8,8.1,Kolkata,8,7.7,321.6,2476.56
2,8.8,14.4,3.0,0.0,0.3,4.5,5.4,Jaipur,12,7.4,278.6,2061.64
2,5.4,24.0,2.4,6.9,3.6,2.3,5.4,Mumbai,2,8.6,322.9,2776.93
5,9.0,18.2,4.9,3.6,1.5,2.0,6.8,Bengaluru,3,7.9,389.3,3075.66
5,6.7,19.0,2.7,3.3,0.6,0.0,5.5,Lucknow,12,7.4,307.9,2278.83
5,11.1,16.0,3.3,4.1,4.5,2.3,8.8,Chennai,1,8.4,319.4,2683.31
